timestamp,value,is_anomaly
3191,-0.2828566,0
3192,-0.2788418,0
3193,-0.2708598,0
3194,-0.2688963,0
3195,-0.2635468,0
3196,-0.2579836,0
3197,-0.2543645,0
3198,-0.2481042,0
3199,-0.2428948,0
3200,-0.2379604,0
3201,-0.2342334,0
3202,-0.2282088,0
3203,-0.2198316,0
3204,-0.2159127,0
3205,-0.2064144,0
3206,-0.2034856,0
3207,-0.1947114,0
3208,-0.1903872,0
3209,-0.1818267,0
3210,-0.1756144,0
3211,-0.1706811,0
3212,-0.1665823,0
3213,-0.1564855,0
3214,-0.1476246,0
3215,-0.1395039,0
3216,-0.1323845,0
3217,-0.1260149,0
3218,-0.114325,0
3219,-0.1103016,0
3220,-0.09823831,0
3221,-0.09513398,0
3222,-0.08980525,0
3223,-0.0825948,0
3224,-0.07496001,0
3225,-0.0691741,0
3226,-0.06379637,0
3227,-0.06005226,0
3228,-0.0525053,0
3229,-0.04298099,0
3230,-0.03742257,0
3231,-0.03411245,0
3232,-0.02621814,0
3233,-0.01982303,0
3234,-0.01522483,0
3235,-0.00583688,0
3236,-0.0009603922,0
3237,0.007332109,0
3238,0.01037754,0
3239,0.02093983,0
3240,0.02439116,0
3241,0.03306754,0
3242,0.0358975,0
3243,0.04416953,0
3244,0.05590396,0
3245,0.05681984,0
3246,0.06495769,0
3247,0.07219028,0
3248,0.07636447,0
3249,0.08545402,0
3250,0.09396008,0
3251,0.1011347,0
3252,0.1083949,0
3253,0.1136788,0
3254,0.1177743,0
3255,0.128407,0
3256,0.1329316,0
3257,0.1371883,0
3258,0.1476323,0
3259,0.1499604,0
3260,0.1564002,0
3261,0.1644811,0
3262,0.1714371,0
3263,0.1779384,0
3264,0.1844695,0
3265,0.1842567,0
3266,0.1875601,0
3267,0.189774,0
3268,0.1964203,0
3269,0.1959471,0
3270,0.199354,0
3271,0.2035911,0
3272,0.2056789,0
3273,0.2091471,0
3274,0.2117024,0
3275,0.2163803,0
3276,0.2203308,0
3277,0.2232132,0
3278,0.2273,0
3279,0.2327425,0
3280,0.2322638,0
3281,0.2355241,0
3282,0.2389351,0
3283,0.2399524,0
3284,0.2418042,0
3285,0.2471983,0
3286,0.2493585,0
3287,0.250692,0
3288,0.2569541,0
3289,0.2577707,0
3290,0.2560874,0
3291,0.2591779,0
3292,0.2651825,0
3293,0.2653195,0
3294,0.2633589,0
3295,0.2667014,0
3296,0.2707233,0
3297,0.2707998,0
3298,0.2723891,0
3299,0.2735641,0
3300,0.2746156,0
3301,0.2728091,0
3302,0.2750473,0
3303,0.2765274,0
3304,0.2767136,0
3305,0.2775099,0
3306,0.2769333,0
3307,0.2769794,0
3308,0.277675,0
3309,0.2739128,0
3310,0.2752947,0
3311,0.2753057,0
3312,0.2728034,0
3313,0.2721714,0
3314,0.2706346,0
3315,0.2708129,0
3316,0.2680873,0
3317,0.2695635,0
3318,0.264573,0
3319,0.2623172,0
3320,0.2617534,0
3321,0.2638766,0
3322,0.260089,0
3323,0.2566552,0
3324,0.2536146,0
3325,0.2494742,0
3326,0.2477526,0
3327,0.245901,0
3328,0.2443004,0
3329,0.2427218,0
3330,0.242431,0
3331,0.2361513,0
3332,0.2335415,0
3333,0.2289544,0
3334,0.225724,0
3335,0.2178914,0
3336,0.2121207,0
3337,0.2063036,0
3338,0.1997095,0
3339,0.1924495,0
3340,0.1873657,0
3341,0.1787413,0
3342,0.1738229,0
3343,0.1643782,0
3344,0.1580165,0
3345,0.1504773,0
3346,0.1461652,0
3347,0.1363293,0
3348,0.1276941,0
3349,0.120121,0
3350,0.1107641,0
3351,0.1043668,0
3352,0.09758292,0
3353,0.09081239,0
3354,0.08216047,0
3355,0.07215027,0
3356,0.06786619,0
3357,0.05888311,0
3358,0.05020956,0
3359,0.04692965,0
3360,0.03921019,0
3361,0.02893903,0
3362,0.02069385,0
3363,0.01316866,0
3364,0.008244889,0
3365,-7.642392e-05,0
3366,-0.008959498,0
3367,-0.01463722,0
3368,-0.02444771,0
3369,-0.03542266,0
3370,-0.04044296,0
3371,-0.04404598,0
3372,-0.05362814,0
3373,-0.05875852,0
3374,-0.06666857,0
3375,-0.07467297,0
3376,-0.08433855,0
3377,-0.09049715,0
3378,-0.09586962,0
3379,-0.1049062,0
3380,-0.1104124,0
3381,-0.1150112,0
3382,-0.123439,0
3383,-0.1314322,0
3384,-0.1362066,0
3385,-0.1435669,0
3386,-0.1520518,0
3387,-0.1582438,0
3388,-0.1631602,0
3389,-0.1701791,0
3390,-0.1750647,0
3391,-0.1786181,0
3392,-0.1857331,0
3393,-0.1927899,0
3394,-0.1958289,0
3395,-0.2046896,0
3396,-0.2131958,0
3397,-0.2114238,0
3398,-0.2202791,0
3399,-0.2255295,0
3400,-0.2272138,0
3401,-0.234841,0
3402,-0.2387374,0
3403,-0.2440255,0
3404,-0.2509231,0
3405,-0.2525944,0
3406,-0.2580714,0
3407,-0.2618381,0
3408,-0.2641256,0
3409,-0.2688105,0
3410,-0.2739643,0
3411,-0.278955,0
3412,-0.2869977,0
3413,-0.2926433,0
3414,-0.2971555,0
3415,-0.3001417,0
3416,-0.306913,0
3417,-0.3116001,0
3418,-0.3127463,0
3419,-0.3185154,0
3420,-0.3199986,0
3421,-0.326168,0
3422,-0.3293878,0
3423,-0.3311284,0
3424,-0.3338594,0
3425,-0.3319599,0
3426,-0.3368148,0
3427,-0.3353898,0
3428,-0.3374318,0
3429,-0.3378392,0
3430,-0.3361973,0
3431,-0.3395165,0
3432,-0.3387366,0
3433,-0.3383858,0
3434,-0.3375531,0
3435,-0.3364463,0
3436,-0.3339466,0
3437,-0.3300622,0
3438,-0.3316971,0
3439,-0.3272971,0
3440,-0.3236665,0
3441,-0.3235991,0
3442,-0.3206677,0
3443,-0.3164515,0
3444,-0.3126151,0
3445,-0.3122047,0
3446,-0.3046458,0
3447,-0.3017208,0
3448,-0.2995922,0
3449,-0.2944572,0
3450,-0.2882976,0
3451,-0.2832007,0
3452,-0.2805976,0
3453,-0.2759237,0
3454,-0.2699957,0
3455,-0.2664573,0
3456,-0.2588074,0
3457,-0.2579863,0
3458,-0.2485552,0
3459,-0.2450062,0
3460,-0.2415936,0
3461,-0.2324137,0
3462,-0.2259721,0
3463,-0.2222761,0
3464,-0.2119429,0
3465,-0.210732,0
3466,-0.1994885,0
3467,-0.1970768,0
3468,-0.1857474,0
3469,-0.1836807,0
3470,-0.17292,0
3471,-0.1639773,0
3472,-0.158018,0
3473,-0.1485436,0
3474,-0.1417223,0
3475,-0.1301617,0
3476,-0.1238956,0
3477,-0.1168005,0
3478,-0.109168,0
3479,-0.1047543,0
3480,-0.0954683,0
3481,-0.08841536,0
3482,-0.08561208,0
3483,-0.07565854,0
3484,-0.06973587,0
3485,-0.06752165,0
3486,-0.05958941,0
3487,-0.0506362,0
3488,-0.04333427,0
3489,-0.03913552,0
3490,-0.0326746,0
3491,-0.02622556,0
3492,-0.01947684,0
3493,-0.01271442,0
3494,-0.003446481,0
3495,0.002309343,0
3496,0.007417005,0
3497,0.01566912,0
3498,0.02428604,0
3499,0.02998525,0
3500,0.03554957,0
3501,0.04371293,0
3502,0.05056392,0
3503,0.05791984,0
3504,0.06711871,0
3505,0.07557228,0
3506,0.08140712,0
3507,0.08735304,0
3508,0.09584535,0
3509,0.1017736,0
3510,0.1085416,0
3511,0.1164716,0
3512,0.1223374,0
3513,0.1303099,0
3514,0.1351006,0
3515,0.1416653,0
3516,0.1514787,0
3517,0.1556654,0
3518,0.1633338,0
3519,0.1688446,0
3520,0.1800816,0
3521,0.1837844,0
3522,0.1877889,0
3523,0.1977832,0
3524,0.201665,0
3525,0.2021267,0
3526,0.205822,0
3527,0.2118543,0
3528,0.2156529,0
3529,0.2154848,0
3530,0.2160185,0
3531,0.221295,0
3532,0.225013,0
3533,0.226843,0
3534,0.229625,0
3535,0.2323224,0
3536,0.2356361,0
3537,0.2401241,0
3538,0.2443075,0
3539,0.2463416,0
3540,0.2486326,0
3541,0.25205,0
3542,0.2552412,0
3543,0.2571908,0
3544,0.25762,0
3545,0.2598967,0
3546,0.2631164,0
3547,0.2669926,0
3548,0.2668665,0
3549,0.267904,0
3550,0.2707319,0
3551,0.2738002,0
3552,0.2775845,0
3553,0.275029,0
3554,0.277511,0
3555,0.2808884,0
3556,0.2821854,0
3557,0.2848523,0
3558,0.2822922,0
3559,0.2823367,0
3560,0.2852365,0
3561,0.2851453,0
3562,0.2852225,0
3563,0.2864688,0
3564,0.2850709,0
3565,0.2853146,0
3566,0.2886733,0
3567,0.2880606,0
3568,0.2862411,0
3569,0.284434,0
3570,0.2831268,0
3571,0.2803855,0
3572,0.2806221,0
3573,0.2801957,0
3574,0.2793465,0
3575,0.2748235,0
3576,0.274651,0
3577,0.2737759,0
3578,0.2715293,0
3579,0.2687159,0
3580,0.2647738,0
3581,0.2655421,0
3582,0.2603419,0
3583,0.2582594,0
3584,0.2577717,0
3585,0.2545682,0
3586,0.2521141,0
3587,0.252934,0
3588,0.247253,0
3589,0.2451263,0
3590,0.2384315,0
3591,0.2362112,0
3592,0.2296975,0
3593,0.2249088,0
3594,0.2172936,0
3595,0.2095527,0
3596,0.2042742,0
3597,0.1952285,0
3598,0.1891153,0
3599,0.1832459,0
3600,0.1747426,0
3601,0.1689614,0
3602,0.1593953,0
3603,0.1520472,0
3604,0.1446261,0
3605,0.1374087,0
3606,0.1327066,0
3607,0.1199071,0
3608,0.1121016,0
3609,0.1068205,0
3610,0.09808503,0
3611,0.09213404,0
3612,0.08057997,0
3613,0.07498167,0
3614,0.0684863,0
3615,0.05761097,0
3616,0.05297944,0
3617,0.04349335,0
3618,0.03494325,0
3619,0.02935494,0
3620,0.02169658,0
3621,0.01387544,0
3622,0.004048009,0
3623,-0.003363525,0
3624,-0.009705974,0
3625,-0.01813052,0
3626,-0.02405622,0
3627,-0.03377261,0
3628,-0.03997319,0
3629,-0.04914296,0
3630,-0.0570005,0
3631,-0.06199684,0
3632,-0.0708311,0
3633,-0.07720658,0
3634,-0.08480176,0
3635,-0.09235035,0
3636,-0.09862521,0
3637,-0.106945,0
3638,-0.1147105,0
3639,-0.1216818,0
3640,-0.1265361,0
3641,-0.1351956,0
3642,-0.1407166,0
3643,-0.147247,0
3644,-0.1561197,0
3645,-0.1604158,0
3646,-0.1664626,0
3647,-0.1724765,0
3648,-0.1809415,0
3649,-0.1849801,0
3650,-0.1935465,0
3651,-0.2003871,0
3652,-0.2060866,0
3653,-0.2119159,0
3654,-0.2156529,0
3655,-0.2222828,0
3656,-0.2281794,0
3657,-0.2278819,0
3658,-0.2387612,0
3659,-0.2380534,0
3660,-0.2428893,0
3661,-0.2502506,0
3662,-0.2560822,0
3663,-0.2589207,0
3664,-0.2638365,0
3665,-0.2687361,0
3666,-0.270119,0
3667,-0.27411,0
3668,-0.2778583,0
3669,-0.2851552,0
3670,-0.2893772,0
3671,-0.2974239,0
3672,-0.3027282,0
3673,-0.3081823,0
3674,-0.3136843,0
3675,-0.3173657,0
3676,-0.3209722,0
3677,-0.3267044,0
3678,-0.3310572,0
3679,-0.3312753,0
3680,-0.3348907,0
3681,-0.3409584,0
3682,-0.3415228,0
3683,-0.3428364,0
3684,-0.3428106,0
3685,-0.342379,0
3686,-0.3472661,0
3687,-0.3442947,0
3688,-0.3470394,0
3689,-0.3470901,0
3690,-0.3448192,0
3691,-0.3454996,0
3692,-0.3459255,0
3693,-0.3434294,0
3694,-0.3414252,0
3695,-0.3387049,0
3696,-0.3385859,0
3697,-0.3379353,0
3698,-0.3308398,0
3699,-0.3323654,0
3700,-0.3271974,0
3701,-0.3240689,0
3702,-0.321616,0
3703,-0.317819,0
3704,-0.3151602,0
3705,-0.3099041,0
3706,-0.3083615,0
3707,-0.3049662,0
3708,-0.2982818,0
3709,-0.2933617,0
3710,-0.2859101,0
3711,-0.2831981,0
3712,-0.2778763,0
3713,-0.273176,0
3714,-0.2664368,0
3715,-0.2628332,0
3716,-0.254487,0
3717,-0.2507578,0
3718,-0.2479968,0
3719,-0.2390559,0
3720,-0.2295519,0
3721,-0.2248554,0
3722,-0.219552,0
3723,-0.2114132,0
3724,-0.203699,0
3725,-0.1986441,0
3726,-0.1900656,0
3727,-0.1849028,0
3728,-0.1743316,0
3729,-0.165677,0
3730,-0.1570951,0
3731,-0.1485495,0
3732,-0.1406244,0
3733,-0.1327762,0
3734,-0.1253859,0
3735,-0.1186564,0
3736,-0.1127497,0
3737,-0.1066486,0
3738,-0.1013441,0
3739,-0.09267193,0
3740,-0.08579323,0
3741,-0.07785036,0
3742,-0.0759225,0
3743,-0.06669559,0
3744,-0.06066095,0
3745,-0.05275811,0
3746,-0.04901899,0
3747,-0.04226118,0
3748,-0.03288514,0
3749,-0.02714253,0
3750,-0.02144603,0
3751,-0.01403817,0
3752,-0.007362412,0
3753,0.002371683,0
3754,0.005298265,0
3755,0.01485019,0
3756,0.02191949,0
3757,0.02718768,0
3758,0.03752395,0
3759,0.04252536,0
3760,0.05369752,0
3761,0.05890088,0
3762,0.06553403,0
3763,0.07429447,0
3764,0.07965721,0
3765,0.09037286,0
3766,0.09700678,0
3767,0.103632,0
3768,0.1109627,0
3769,0.1173512,0
3770,0.1238977,0
3771,0.1329853,0
3772,0.1388851,0
3773,0.1480466,0
3774,0.1516172,0
3775,0.1609617,0
3776,0.1682834,0
3777,0.1778684,0
3778,0.1794196,0
3779,0.1855292,0
3780,0.1941642,0
3781,0.1995972,0
3782,0.2065146,0
3783,0.2106196,0
3784,0.2151405,0
3785,0.2195164,0
3786,0.2220019,0
3787,0.2263162,0
3788,0.2271516,0
3789,0.2313844,0
3790,0.2325561,0
3791,0.2360575,0
3792,0.2374503,0
3793,0.2447277,0
3794,0.2438397,0
3795,0.247889,0
3796,0.2485125,0
3797,0.2505631,0
3798,0.2553463,0
3799,0.2600496,0
3800,0.3237209,0.7996333
3801,0.3281293,3
3802,0.2759954,3
3803,0.1350871,3
3804,0.2996959,3
3805,0.1016319,3
3806,0.0971659,3
3807,0.1877459,3
3808,0.654046,3
3809,0.4736691,3
3810,0.2927908,3
3811,0.1219291,3
3812,0.39204,3
3813,0.3347058,3
3814,0.2146173,3
3815,0.3553295,3
3816,0.2108382,3
3817,0.1977684,3
3818,0.5358242,3
3819,0.3967608,3
3820,0.2778366,3
3821,0.2148771,3
3822,0.1157537,3
3823,0.3446096,3
3824,0.2861363,3
3825,0.342428,3
3826,0.2695095,3
3827,0.2111685,3
3828,0.8224261,3
3829,0.496028,3
3830,0.09258473,3
3831,0.08079814,3
3832,0.3221486,3
3833,0.2008655,3
3834,0.4584513,3
3835,0.4072108,3
3836,0.2311449,3
3837,0.3654366,3
3838,0.09224371,3
3839,0.358848,3
3840,0.3655122,3
3841,0.4831078,3
3842,0.3160909,3
3843,0.4529263,3
3844,0.181895,3
3845,0.3141733,3
3846,0.3517982,3
3847,0.1308669,3
3848,0.1867821,3
3849,0.1199507,3
3850,0.4172473,3
3851,0.344083,3
3852,0.1656241,3
3853,0.2063142,3
3854,0.3161091,3
3855,0.09038518,3
3856,0.2379097,3
3857,0.09093269,3
3858,0.06413209,3
3859,0.2633397,3
3860,0.2210699,3
3861,0.05046808,3
3862,0.04917003,3
3863,0.1165402,3
3864,0.06012062,3
3865,0.07069227,3
3866,0.1224009,3
3867,0.09159595,3
3868,0.05573229,3
3869,0.06488317,3
3870,0.06424657,3
3871,0.01316147,3
3872,0.007119386,3
3873,0.01317143,3
3874,0.003838076,3
3875,-0.005334894,3
3876,-0.01989618,3
3877,-0.01936807,3
3878,-0.03401458,3
3879,-0.03666594,3
3880,-0.07246421,3
3881,-0.01021095,3
3882,-0.06951763,3
3883,-0.09404171,3
3884,-0.08387327,3
3885,-0.08860318,3
3886,-0.04928711,3
3887,-0.1527985,3
3888,-0.113238,3
3889,-0.06663119,3
3890,-0.1782698,3
3891,-0.0669037,3
3892,-0.09359466,3
3893,-0.1757479,3
3894,-0.1366691,3
3895,-0.216058,3
3896,-0.2011831,3
3897,-0.1731102,3
3898,-0.1924423,3
3899,-0.1425501,3
3900,-0.100704,3
3901,-0.2791672,3
3902,-0.2084646,3
3903,-0.3841672,3
3904,-0.1083558,3
3905,-0.1302475,3
3906,-0.09178206,3
3907,-0.2723805,3
3908,-0.4408469,3
3909,-0.2227151,3
3910,-0.2407448,3
3911,-0.2385134,3
3912,-0.3648212,3
3913,-0.5583731,3
3914,-0.03321385,3
3915,-0.4253617,3
3916,-0.3388913,3
3917,-0.320165,3
3918,-0.09250169,3
3919,-0.1041345,3
3920,-0.3581223,3
3921,-0.2506339,3
3922,-0.09700088,3
3923,-0.7688879,3
3924,-0.5077324,3
3925,-0.2186333,3
3926,-0.3107593,3
3927,-0.1885831,3
3928,-0.2845236,3
3929,-0.121949,3
3930,-0.489439,3
3931,-1.551119,3
3932,-0.7338251,3
3933,-0.2327349,3
3934,-0.2114567,3
3935,-0.1102689,3
3936,-0.1584308,3
3937,-1.019423,3
3938,-0.0909708,3
3939,-0.1195057,3
3940,-0.9897147,3
3941,-0.5326923,3
3942,-0.1383033,3
3943,-0.2563817,3
3944,-0.2744496,3
3945,-0.4435098,3
3946,-0.8930113,3
3947,-0.56373,3
3948,-0.1682592,3
3949,-0.4320834,3
3950,-0.2799572,3
3951,-0.3180526,3
3952,-0.4578713,3
3953,-0.575959,3
3954,-0.6552039,3
3955,-0.1540343,3
3956,-0.1867213,3
3957,-0.1001653,3
3958,-0.465321,3
3959,-0.1607974,3
3960,-0.2660593,3
3961,-0.2572047,3
3962,-0.1874316,3
3963,-0.1879229,3
3964,-0.4167236,3
3965,-0.1241137,3
3966,-0.370073,3
3967,-0.3356611,3
3968,-0.2443866,3
3969,-0.04246278,3
3970,-0.2831062,3
3971,-0.2598383,3
3972,-0.2170748,3
3973,-0.08634078,3
3974,-0.2305331,3
3975,-0.1200666,3
3976,-0.1852599,3
3977,-0.1091693,3
3978,-0.05719395,3
3979,-0.05726527,3
3980,-0.1775082,3
3981,-0.07277947,3
3982,-0.1406556,3
3983,-0.1297786,3
3984,-0.08604888,3
3985,-0.06606384,3
3986,-0.01804304,3
3987,-0.05559807,3
3988,-0.01543581,3
3989,-0.04333397,3
3990,-0.02647062,3
3991,-0.02857,3
3992,-0.01710958,3
3993,0.006687691,3
3994,0.01065089,3
3995,0.02017866,3
3996,0.02732534,3
3997,0.05117221,3
3998,0.02518744,3
3999,0.042711,3
4000,0.07067476,3
4001,0.1333506,3
4002,0.1234322,3
4003,0.009947039,3
4004,0.1785132,3
4005,0.1508851,3
4006,0.1453445,3
4007,0.08967095,3
4008,0.112615,3
4009,0.150764,3
4010,0.0780862,3
4011,0.104951,3
4012,0.07193844,3
4013,0.227879,3
4014,0.3310774,3
4015,0.2939705,3
4016,0.07449,3
4017,0.111018,3
4018,0.1748382,3
4019,0.3098351,3
4020,0.3354,3
4021,0.2466579,3
4022,0.2595529,3
4023,0.3074784,3
4024,0.3502962,3
4025,0.2893953,3
4026,0.291647,3
4027,0.2093618,3
4028,0.2334097,3
4029,0.3351207,3
4030,0.4489927,3
4031,0.3204093,3
4032,0.3132057,3
4033,0.03812742,3
4034,0.3244909,3
4035,0.1570975,3
4036,0.5681168,3
4037,0.1808138,3
4038,0.3980561,3
4039,0.1157854,3
4040,0.5350902,3
4041,0.1604802,3
4042,0.2303457,3
4043,0.2204247,3
4044,0.0986323,3
4045,0.2063373,3
4046,0.6230531,3
4047,0.6773711,3
4048,0.2723524,3
4049,0.6387635,3
4050,0.375667,3
4051,0.2591531,3
4052,0.335411,3
4053,0.2744343,3
4054,0.3896489,3
4055,0.1309153,3
4056,0.5463011,3
4057,0.7172515,3
4058,0.2924832,3
4059,0.4560784,3
4060,0.5279727,3
4061,0.2285124,3
4062,0.276183,3
4063,0.8218467,3
4064,0.2785761,3
4065,0.8183423,3
4066,0.1525771,3
4067,0.3458206,3
4068,0.2888919,3
4069,0.5999374,3
4070,0.1620654,3
4071,0.5648296,3
4072,0.6617404,3
4073,0.4194773,3
4074,0.171463,3
4075,0.1953187,3
4076,0.6491445,3
4077,0.4607001,3
4078,0.2121353,3
4079,0.1671722,3
4080,0.1814599,3
4081,0.4986097,3
4082,0.4107344,3
4083,0.2274644,3
4084,0.2590721,3
4085,0.4491157,3
4086,0.4153084,3
4087,0.2125801,3
4088,0.1009994,3
4089,0.1246857,3
4090,0.3597291,3
4091,0.1568516,3
4092,0.47154,3
4093,0.1412033,3
4094,0.2705517,3
4095,0.1875003,3
4096,0.08953605,3
4097,0.1639496,3
4098,0.1650297,3
4099,0.195378,3
4100,0.2559275,3
4101,0.1685789,3
4102,0.1123181,3
4103,0.1086745,3
4104,0.07364843,3
4105,0.1140725,3
4106,0.07520261,3
4107,0.1294146,3
4108,0.1481265,3
4109,0.004168567,3
4110,0.02511479,3
4111,0.09908481,3
4112,0.04238226,3
4113,0.1279293,3
4114,0.02552146,3
4115,0.009499149,3
4116,0.01921238,3
4117,-0.0004568252,3
4118,-0.005963632,3
4119,-0.009534731,3
4120,-0.02521803,3
4121,-0.0339746,3
4122,-0.01950107,3
4123,-0.0286743,3
4124,-0.0945366,3
4125,-0.05405983,3
4126,-0.0698493,3
4127,-0.1450975,3
4128,-0.06594359,3
4129,-0.008549979,3
4130,-0.2171722,3
4131,-0.1006153,3
4132,-0.07537432,3
4133,-0.1674265,3
4134,-0.2808146,3
4135,-0.1619366,3
4136,-0.08447655,3
4137,-0.1614833,3
4138,-0.204358,3
4139,-0.3744769,3
4140,-0.1313481,3
4141,-0.1340451,3
4142,-0.2815393,3
4143,-0.1659286,3
4144,-0.1446235,3
4145,-0.3022132,3
4146,-0.1616229,3
4147,-0.1815482,3
4148,-0.1860518,3
4149,-0.2618332,3
4150,-0.288572,3
4151,-0.5810843,3
4152,-0.06371518,3
4153,-0.2431115,3
4154,-0.2297505,3
4155,-0.5968876,3
4156,-0.151475,3
4157,-0.08107094,3
4158,-0.8622766,3
4159,-0.196646,3
4160,-0.4683808,3
4161,-0.2762697,3
4162,-0.3040403,3
4163,-0.5696841,3
4164,-0.1894879,3
4165,-0.5930371,3
4166,-0.3704543,3
4167,-0.1671766,3
4168,-0.3566597,3
4169,-0.2556147,3
4170,-0.5162556,3
4171,-0.2695416,3
4172,-0.2981304,3
4173,-0.8160795,3
4174,-0.7175741,3
4175,-0.2292246,3
4176,-0.422557,3
4177,-0.2220123,3
4178,-0.2838251,3
4179,-0.469048,3
4180,-0.2966359,3
4181,-0.7735184,3
4182,-0.4101564,3
4183,-0.3976493,3
4184,-0.3721726,3
4185,-0.4510128,3
4186,-0.2950838,3
4187,-0.1182423,3
4188,-0.5795414,3
4189,-0.5795327,3
4190,-0.4490575,3
4191,-0.3187711,3
4192,-0.4467158,3
4193,-0.3765559,3
4194,-0.3009875,3
4195,-0.1801878,3
4196,-0.2679371,3
4197,-0.7247108,3
4198,-0.2844552,3
4199,-0.3134464,3
4200,-0.381304,1.8003
4201,-0.4929169,3
4202,-0.1376121,3
4203,-0.7043167,3
4204,-0.3176633,3
4205,-0.221901,3
4206,-0.1422663,3
4207,-0.2891726,3
4208,-0.9231955,3
4209,-0.2601091,3
4210,-0.3474081,3
4211,-0.2064941,3
4212,-0.2269684,3
4213,-0.3061223,3
4214,-0.3735316,3
4215,-0.2408929,3
4216,-0.2306602,3
4217,-0.2122976,3
4218,-0.09311774,3
4219,-0.6813645,3
4220,-0.3255028,3
4221,-0.2470576,3
4222,-0.1874966,3
4223,-0.2206812,3
